================ Training Loss (Sat Jun 24 15:47:30 2023) ================
(epoch: 3, iters: 224, time: 0.109, data: 13.479) D_A: 0.562 G_A: 0.029 cycle_A: 0.141 idt_A: 0.000 D_B: 0.008 G_B: 1.126 cycle_B: 3.977 idt_B: 0.000 
(epoch: 123, iters: 64, time: 0.100, data: 0.001) D_A: 0.276 G_A: 0.009 cycle_A: 0.013 idt_A: 0.000 D_B: 0.009 G_B: 0.412 cycle_B: 1.199 idt_B: 0.000 
(epoch: 125, iters: 288, time: 0.079, data: 0.000) D_A: 0.267 G_A: 0.010 cycle_A: 0.015 idt_A: 0.000 D_B: 0.008 G_B: 0.427 cycle_B: 1.157 idt_B: 0.000 
(epoch: 128, iters: 224, time: 0.101, data: 12.900) D_A: 0.270 G_A: 0.010 cycle_A: 0.011 idt_A: 0.000 D_B: 0.008 G_B: 0.390 cycle_B: 1.139 idt_B: 0.000 
(epoch: 131, iters: 160, time: 0.101, data: 0.001) D_A: 0.271 G_A: 0.010 cycle_A: 0.008 idt_A: 0.000 D_B: 0.008 G_B: 0.380 cycle_B: 1.149 idt_B: 0.000 
(epoch: 134, iters: 96, time: 0.101, data: 0.001) D_A: 0.274 G_A: 0.010 cycle_A: 0.008 idt_A: 0.000 D_B: 0.008 G_B: 0.383 cycle_B: 1.153 idt_B: 0.000 
(epoch: 137, iters: 32, time: 0.108, data: 0.002) D_A: 0.274 G_A: 0.011 cycle_A: 0.011 idt_A: 0.000 D_B: 0.008 G_B: 0.372 cycle_B: 1.178 idt_B: 0.000 
(epoch: 139, iters: 256, time: 0.101, data: 0.000) D_A: 0.271 G_A: 0.010 cycle_A: 0.008 idt_A: 0.000 D_B: 0.008 G_B: 0.365 cycle_B: 1.139 idt_B: 0.000 
(epoch: 142, iters: 192, time: 0.101, data: 0.000) D_A: 0.269 G_A: 0.011 cycle_A: 0.010 idt_A: 0.000 D_B: 0.008 G_B: 0.364 cycle_B: 1.148 idt_B: 0.000 
(epoch: 145, iters: 128, time: 0.105, data: 0.001) D_A: 0.266 G_A: 0.010 cycle_A: 0.014 idt_A: 0.000 D_B: 0.008 G_B: 0.356 cycle_B: 1.156 idt_B: 0.000 
(epoch: 148, iters: 64, time: 0.100, data: 0.000) D_A: 0.263 G_A: 0.010 cycle_A: 0.018 idt_A: 0.000 D_B: 0.008 G_B: 0.355 cycle_B: 1.200 idt_B: 0.000 
(epoch: 150, iters: 288, time: 0.080, data: 0.000) D_A: 0.262 G_A: 0.010 cycle_A: 0.011 idt_A: 0.000 D_B: 0.008 G_B: 0.348 cycle_B: 1.114 idt_B: 0.000 
(epoch: 153, iters: 224, time: 0.101, data: 13.080) D_A: 0.260 G_A: 0.010 cycle_A: 0.009 idt_A: 0.000 D_B: 0.009 G_B: 0.344 cycle_B: 1.145 idt_B: 0.000 
(epoch: 156, iters: 160, time: 0.101, data: 0.001) D_A: 0.264 G_A: 0.011 cycle_A: 0.007 idt_A: 0.000 D_B: 0.008 G_B: 0.337 cycle_B: 1.163 idt_B: 0.000 
(epoch: 159, iters: 96, time: 0.101, data: 0.000) D_A: 0.259 G_A: 0.010 cycle_A: 0.008 idt_A: 0.000 D_B: 0.008 G_B: 0.340 cycle_B: 1.185 idt_B: 0.000 
(epoch: 162, iters: 32, time: 0.105, data: 0.001) D_A: 0.266 G_A: 0.011 cycle_A: 0.015 idt_A: 0.000 D_B: 0.008 G_B: 0.330 cycle_B: 1.163 idt_B: 0.000 
(epoch: 164, iters: 256, time: 0.101, data: 0.001) D_A: 0.260 G_A: 0.010 cycle_A: 0.008 idt_A: 0.000 D_B: 0.008 G_B: 0.330 cycle_B: 1.097 idt_B: 0.000 
(epoch: 167, iters: 192, time: 0.101, data: 0.000) D_A: 0.258 G_A: 0.010 cycle_A: 0.009 idt_A: 0.000 D_B: 0.008 G_B: 0.325 cycle_B: 1.109 idt_B: 0.000 
(epoch: 170, iters: 128, time: 0.106, data: 0.000) D_A: 0.259 G_A: 0.010 cycle_A: 0.009 idt_A: 0.000 D_B: 0.008 G_B: 0.320 cycle_B: 1.112 idt_B: 0.000 
(epoch: 173, iters: 64, time: 0.101, data: 0.000) D_A: 0.262 G_A: 0.010 cycle_A: 0.013 idt_A: 0.000 D_B: 0.008 G_B: 0.323 cycle_B: 1.155 idt_B: 0.000 
(epoch: 175, iters: 288, time: 0.083, data: 0.001) D_A: 0.257 G_A: 0.010 cycle_A: 0.017 idt_A: 0.000 D_B: 0.008 G_B: 0.313 cycle_B: 1.146 idt_B: 0.000 
(epoch: 178, iters: 224, time: 0.101, data: 12.936) D_A: 0.257 G_A: 0.011 cycle_A: 0.006 idt_A: 0.000 D_B: 0.008 G_B: 0.308 cycle_B: 1.124 idt_B: 0.000 
(epoch: 181, iters: 160, time: 0.101, data: 0.001) D_A: 0.261 G_A: 0.010 cycle_A: 0.006 idt_A: 0.000 D_B: 0.008 G_B: 0.306 cycle_B: 1.103 idt_B: 0.000 
(epoch: 184, iters: 96, time: 0.101, data: 0.000) D_A: 0.257 G_A: 0.010 cycle_A: 0.008 idt_A: 0.000 D_B: 0.008 G_B: 0.310 cycle_B: 1.112 idt_B: 0.000 
(epoch: 187, iters: 32, time: 0.109, data: 0.002) D_A: 0.256 G_A: 0.010 cycle_A: 0.008 idt_A: 0.000 D_B: 0.008 G_B: 0.302 cycle_B: 1.111 idt_B: 0.000 
(epoch: 189, iters: 256, time: 0.101, data: 0.000) D_A: 0.257 G_A: 0.010 cycle_A: 0.035 idt_A: 0.000 D_B: 0.008 G_B: 0.303 cycle_B: 1.259 idt_B: 0.000 
(epoch: 192, iters: 192, time: 0.101, data: 0.001) D_A: 0.252 G_A: 0.010 cycle_A: 0.011 idt_A: 0.000 D_B: 0.008 G_B: 0.304 cycle_B: 1.179 idt_B: 0.000 
(epoch: 195, iters: 128, time: 0.106, data: 0.000) D_A: 0.257 G_A: 0.011 cycle_A: 0.010 idt_A: 0.000 D_B: 0.008 G_B: 0.296 cycle_B: 1.122 idt_B: 0.000 
(epoch: 198, iters: 64, time: 0.100, data: 0.000) D_A: 0.252 G_A: 0.010 cycle_A: 0.008 idt_A: 0.000 D_B: 0.008 G_B: 0.294 cycle_B: 1.120 idt_B: 0.000 
(epoch: 200, iters: 288, time: 0.081, data: 0.001) D_A: 0.255 G_A: 0.011 cycle_A: 0.017 idt_A: 0.000 D_B: 0.008 G_B: 0.293 cycle_B: 1.168 idt_B: 0.000 
(epoch: 203, iters: 224, time: 0.101, data: 13.110) D_A: 0.261 G_A: 0.010 cycle_A: 0.009 idt_A: 0.000 D_B: 0.008 G_B: 0.288 cycle_B: 1.109 idt_B: 0.000 
(epoch: 206, iters: 160, time: 0.101, data: 0.001) D_A: 0.253 G_A: 0.010 cycle_A: 0.009 idt_A: 0.000 D_B: 0.008 G_B: 0.286 cycle_B: 1.103 idt_B: 0.000 
(epoch: 209, iters: 96, time: 0.100, data: 0.000) D_A: 0.256 G_A: 0.010 cycle_A: 0.010 idt_A: 0.000 D_B: 0.008 G_B: 0.284 cycle_B: 1.111 idt_B: 0.000 
(epoch: 212, iters: 32, time: 0.104, data: 0.001) D_A: 0.254 G_A: 0.011 cycle_A: 0.006 idt_A: 0.000 D_B: 0.008 G_B: 0.283 cycle_B: 1.116 idt_B: 0.000 
(epoch: 214, iters: 256, time: 0.101, data: 0.001) D_A: 0.253 G_A: 0.010 cycle_A: 0.011 idt_A: 0.000 D_B: 0.008 G_B: 0.282 cycle_B: 1.111 idt_B: 0.000 
(epoch: 217, iters: 192, time: 0.101, data: 0.000) D_A: 0.253 G_A: 0.010 cycle_A: 0.009 idt_A: 0.000 D_B: 0.008 G_B: 0.280 cycle_B: 1.119 idt_B: 0.000 
(epoch: 220, iters: 128, time: 0.107, data: 0.000) D_A: 0.253 G_A: 0.011 cycle_A: 0.006 idt_A: 0.000 D_B: 0.008 G_B: 0.278 cycle_B: 1.122 idt_B: 0.000 
(epoch: 223, iters: 64, time: 0.100, data: 0.001) D_A: 0.254 G_A: 0.010 cycle_A: 0.007 idt_A: 0.000 D_B: 0.008 G_B: 0.276 cycle_B: 1.127 idt_B: 0.000 
(epoch: 225, iters: 288, time: 0.084, data: 0.000) D_A: 0.263 G_A: 0.011 cycle_A: 0.011 idt_A: 0.000 D_B: 0.008 G_B: 0.274 cycle_B: 1.150 idt_B: 0.000 
(epoch: 228, iters: 224, time: 0.101, data: 12.982) D_A: 0.248 G_A: 0.010 cycle_A: 0.008 idt_A: 0.000 D_B: 0.008 G_B: 0.281 cycle_B: 1.210 idt_B: 0.000 
(epoch: 231, iters: 160, time: 0.101, data: 0.001) D_A: 0.253 G_A: 0.010 cycle_A: 0.008 idt_A: 0.000 D_B: 0.008 G_B: 0.279 cycle_B: 1.115 idt_B: 0.000 
(epoch: 234, iters: 96, time: 0.101, data: 0.001) D_A: 0.260 G_A: 0.010 cycle_A: 0.009 idt_A: 0.000 D_B: 0.008 G_B: 0.272 cycle_B: 1.126 idt_B: 0.000 
(epoch: 237, iters: 32, time: 0.109, data: 0.001) D_A: 0.255 G_A: 0.011 cycle_A: 0.010 idt_A: 0.000 D_B: 0.008 G_B: 0.274 cycle_B: 1.107 idt_B: 0.000 
(epoch: 239, iters: 256, time: 0.101, data: 0.001) D_A: 0.249 G_A: 0.010 cycle_A: 0.007 idt_A: 0.000 D_B: 0.008 G_B: 0.279 cycle_B: 1.143 idt_B: 0.000 
(epoch: 242, iters: 192, time: 0.101, data: 0.000) D_A: 0.253 G_A: 0.010 cycle_A: 0.006 idt_A: 0.000 D_B: 0.008 G_B: 0.272 cycle_B: 1.104 idt_B: 0.000 
(epoch: 245, iters: 128, time: 0.107, data: 0.000) D_A: 0.254 G_A: 0.010 cycle_A: 0.006 idt_A: 0.000 D_B: 0.008 G_B: 0.271 cycle_B: 1.128 idt_B: 0.000 
(epoch: 248, iters: 64, time: 0.100, data: 0.001) D_A: 0.254 G_A: 0.011 cycle_A: 0.006 idt_A: 0.000 D_B: 0.008 G_B: 0.267 cycle_B: 1.124 idt_B: 0.000 
(epoch: 250, iters: 288, time: 0.082, data: 0.000) D_A: 0.253 G_A: 0.010 cycle_A: 0.006 idt_A: 0.000 D_B: 0.008 G_B: 0.267 cycle_B: 1.105 idt_B: 0.000 
(epoch: 253, iters: 224, time: 0.101, data: 13.130) D_A: 0.255 G_A: 0.010 cycle_A: 0.007 idt_A: 0.000 D_B: 0.008 G_B: 0.265 cycle_B: 1.121 idt_B: 0.000 
(epoch: 256, iters: 160, time: 0.101, data: 0.001) D_A: 0.252 G_A: 0.010 cycle_A: 0.006 idt_A: 0.000 D_B: 0.008 G_B: 0.270 cycle_B: 1.124 idt_B: 0.000 
(epoch: 259, iters: 96, time: 0.101, data: 0.001) D_A: 0.256 G_A: 0.010 cycle_A: 0.010 idt_A: 0.000 D_B: 0.008 G_B: 0.268 cycle_B: 1.114 idt_B: 0.000 
(epoch: 262, iters: 32, time: 0.110, data: 0.002) D_A: 0.254 G_A: 0.009 cycle_A: 0.007 idt_A: 0.000 D_B: 0.008 G_B: 0.268 cycle_B: 1.159 idt_B: 0.000 
(epoch: 264, iters: 256, time: 0.101, data: 0.000) D_A: 0.252 G_A: 0.010 cycle_A: 0.009 idt_A: 0.000 D_B: 0.008 G_B: 0.267 cycle_B: 1.124 idt_B: 0.000 
(epoch: 267, iters: 192, time: 0.101, data: 0.000) D_A: 0.254 G_A: 0.010 cycle_A: 0.008 idt_A: 0.000 D_B: 0.008 G_B: 0.269 cycle_B: 1.130 idt_B: 0.000 
(epoch: 270, iters: 128, time: 0.109, data: 0.000) D_A: 0.247 G_A: 0.009 cycle_A: 0.008 idt_A: 0.000 D_B: 0.008 G_B: 0.274 cycle_B: 1.142 idt_B: 0.000 
(epoch: 273, iters: 64, time: 0.100, data: 0.000) D_A: 0.253 G_A: 0.011 cycle_A: 0.009 idt_A: 0.000 D_B: 0.008 G_B: 0.270 cycle_B: 1.119 idt_B: 0.000 
(epoch: 275, iters: 288, time: 0.083, data: 0.001) D_A: 0.250 G_A: 0.010 cycle_A: 0.008 idt_A: 0.000 D_B: 0.008 G_B: 0.268 cycle_B: 1.132 idt_B: 0.000 
(epoch: 278, iters: 224, time: 0.101, data: 12.955) D_A: 0.252 G_A: 0.010 cycle_A: 0.007 idt_A: 0.000 D_B: 0.008 G_B: 0.264 cycle_B: 1.130 idt_B: 0.000 
(epoch: 281, iters: 160, time: 0.101, data: 0.001) D_A: 0.252 G_A: 0.011 cycle_A: 0.007 idt_A: 0.000 D_B: 0.008 G_B: 0.266 cycle_B: 1.118 idt_B: 0.000 
(epoch: 284, iters: 96, time: 0.101, data: 0.000) D_A: 0.252 G_A: 0.011 cycle_A: 0.006 idt_A: 0.000 D_B: 0.008 G_B: 0.264 cycle_B: 1.124 idt_B: 0.000 
(epoch: 287, iters: 32, time: 0.110, data: 0.002) D_A: 0.250 G_A: 0.011 cycle_A: 0.006 idt_A: 0.000 D_B: 0.008 G_B: 0.267 cycle_B: 1.119 idt_B: 0.000 
(epoch: 289, iters: 256, time: 0.101, data: 0.001) D_A: 0.255 G_A: 0.010 cycle_A: 0.006 idt_A: 0.000 D_B: 0.008 G_B: 0.267 cycle_B: 1.122 idt_B: 0.000 
(epoch: 292, iters: 192, time: 0.102, data: 0.000) D_A: 0.255 G_A: 0.010 cycle_A: 0.008 idt_A: 0.000 D_B: 0.008 G_B: 0.263 cycle_B: 1.122 idt_B: 0.000 
(epoch: 295, iters: 128, time: 0.111, data: 0.000) D_A: 0.254 G_A: 0.010 cycle_A: 0.006 idt_A: 0.000 D_B: 0.008 G_B: 0.265 cycle_B: 1.136 idt_B: 0.000 
(epoch: 298, iters: 64, time: 0.103, data: 0.000) D_A: 0.252 G_A: 0.011 cycle_A: 0.016 idt_A: 0.000 D_B: 0.008 G_B: 0.268 cycle_B: 1.144 idt_B: 0.000 
(epoch: 300, iters: 288, time: 0.084, data: 0.000) D_A: 0.250 G_A: 0.010 cycle_A: 0.016 idt_A: 0.000 D_B: 0.008 G_B: 0.266 cycle_B: 1.226 idt_B: 0.000 
